λ_pred,λ_fair,λ_div,L_pred,L_fair,L_div_bonus,λ_vector,weights
3.832620365090485,14.232067358687676,3.173548446510809,0.9683802428452083,9.767723417833407,0.1767490131324578,"[3.832620365090485, 14.232067358687676, 3.173548446510809]","[0.3873295564453968, 0.010000000000002418, 0.010000000000000205, 0.5826704435546013, 0.01]"
9.812755354057536,17.0622362513871,19.67872305026029,0.9758468608064458,9.798088062631363,0.2153923413721215,"[9.812755354057536, 17.0622362513871, 19.67872305026029]","[0.2901774610155455, 0.010000000000046813, 0.06979356307879131, 0.5268121419521878, 0.1032168339534285]"
12.618743679194715,0.6500262475488849,8.342323995434871,0.7999051150819908,9.821679461908145,0.07433157793399643,"[12.618743679194715, 0.6500262475488849, 8.342323995434871]","[0.010000000000008806, 0.01, 0.08902346061958426, 0.8809765393804571, 0.01]"
7.537053271097971,15.673976677928989,4.372123893602388,0.8305224518062551,9.796846054124616,0.09218309289317876,"[7.537053271097971, 15.673976677928989, 4.372123893602388]","[0.12231120684786548, 0.010000000000018343, 0.01, 0.847688793152119, 0.01]"
0.0031079930074819906,16.34275469834882,3.93390132429465,1.1903403809821211,9.72083405216613,0.10832771982278239,"[0.0031079930074819906, 16.34275469834882, 3.93390132429465]","[0.8140274064005693, 0.010000000000000241, 0.010000000000000378, 0.15597259359943044, 0.010000000000000002]"
17.416272142736453,15.119033554979328,18.822978135329585,0.8831554774793228,9.806998857740242,0.15684171528841806,"[17.416272142736453, 15.119033554979328, 18.822978135329585]","[0.15152150121687938, 0.010000000000022432, 0.059389614249291546, 0.7185013665529668, 0.06058751798083967]"
9.49481645808625,7.31462367819854,14.6467980588123,0.9393279091428997,9.822584083310161,0.21118672578881648,"[9.49481645808625, 7.31462367819854, 14.6467980588123]","[0.16712257040510478, 0.01, 0.1252117744099824, 0.5742933318932834, 0.12337232329163372]"
6.000877188750993,12.914038056208316,11.034746564794176,0.9696378765131004,9.779841279127979,0.1935685024068297,"[6.000877188750993, 12.914038056208316, 11.034746564794176]","[0.3423327522696263, 0.010000000000026944, 0.015653576277147165, 0.5648318916553592, 0.0671817797978404]"
2.7508337903232286e-06,13.454269816537229,12.434464715268891,1.161435852386783,9.780775931403706,0.226876278511268,"[2.7508337903232286e-06, 13.454269816537229, 12.434464715268891]","[0.47716217515167525, 0.06828064987832815, 0.01568701886260716, 0.30544944916651606, 0.1334207069408734]"
1.3240759776509807,16.499288188338895,4.620631691127775,1.1104970618989687,9.737701056376903,0.16200616750215371,"[1.3240759776509807, 16.499288188338895, 4.620631691127775]","[0.6605360188148608, 0.010000000000001034, 0.01000000000000009, 0.3094639811851379, 0.01000000000000019]"
0.4755987399635888,16.34275469834882,2.0254818839480526,1.2662726492803926,9.704793262481688,0.026979756854213978,"[0.4755987399635888, 16.34275469834882, 2.0254818839480526]","[0.9599999999999982, 0.010000000000001688, 0.010000000000000342, 0.0100000000000003, 0.010000000000000002]"
13.039600717620996,6.0189738356187945,15.058858713104517,0.891256852627547,9.831286513321427,0.17870523418904014,"[13.039600717620996, 6.0189738356187945, 15.058858713104517]","[0.08190622197898816, 0.010000000000160676, 0.13139100634982565, 0.6682526353351174, 0.1084501363359083]"
9.647502415781261,13.003606091082426,9.734529749583933,0.8808224985004895,9.78622010433776,0.13432001192154652,"[9.647502415781261, 13.003606091082426, 9.734529749583933]","[0.21900836653829556, 0.01, 0.010000000000008889, 0.7509916334616987, 0.010000000000007685]"
0.18172459988163525,0.0035414942379212652,5.235691650437145,1.1064842462063003,9.8472859967041,0.26192751881964244,"[0.18172459988163525, 0.0035414942379212652, 5.235691650437145]","[0.2363506407344383, 0.041382952558776886, 0.21844580871117136, 0.26198162925271107, 0.24183896874290248]"
0.42740932588482194,15.827277794526651,9.584003361171263,1.0852187281677357,9.752433870020209,0.18904001979058763,"[0.42740932588482194, 15.827277794526651, 9.584003361171263]","[0.5749533265935838, 0.01, 0.010000000000000132, 0.346527318639361, 0.058519354767055144]"
2.836880799402343,16.221190997259015,8.520087648387676,1.0327034556507377,9.754135056105715,0.1828940619965483,"[2.836880799402343, 16.221190997259015, 8.520087648387676]","[0.5109851981342465, 0.010000000000000866, 0.01, 0.4590148018657533, 0.01]"
10.187873810682934,5.8558366634017,8.880395578880915,0.833642930435539,9.818481498109106,0.11393182156288935,"[10.187873810682934, 5.8558366634017, 8.880395578880915]","[0.05553537948919024, 0.010000000000053669, 0.07289914976651805, 0.8119116937884845, 0.0496537769557536]"
4.730676428503313,0.00803282127585523,19.543834323096213,1.0210739045651198,9.848748046411444,0.2541147615337037,"[4.730676428503313, 0.00803282127585523, 19.543834323096213]","[0.17846873044778094, 0.01, 0.2308794657564996, 0.3597776323608167, 0.22087417143492477]"
3.9442032478502496,6.27536701531997,5.215737962268132,0.9247311441342485,9.781951124459928,0.16690996068831723,"[3.9442032478502496, 6.27536701531997, 5.215737962268132]","[0.2837027939643796, 0.010000000000001931, 0.01, 0.6604340958527165, 0.03586311018290275]"
5.3041670733318345,0.0022585914972186316,10.288366584877183,0.9621250369437594,9.85193997069578,0.23178579836838314,"[5.3041670733318345, 0.0022585914972186316, 10.288366584877183]","[0.0983582209216514, 0.01, 0.21724338579033511, 0.48499322093844, 0.18940517234958373]"
1.306883490546874e-05,7.751866627905484,11.803516709293188,1.1952639833845278,9.808019056599317,0.25056087989444065,"[1.306883490546874e-05, 7.751866627905484, 11.803516709293188]","[0.38273981925127826, 0.09816451685934394, 0.06677770129700862, 0.27840069541874535, 0.17391726717362396]"
0.006798023887176638,0.33732372184511217,9.67713247102174,1.2418879580932094,9.847801595159469,0.26433408800136754,"[0.006798023887176638, 0.33732372184511217, 9.67713247102174]","[0.24464951131958784, 0.13978930354335814, 0.1429580018214767, 0.23935715406324026, 0.23324602925233714]"
3.8687746306521316,14.435818552979317,12.90904399560539,1.0216486954221196,9.780223716533964,0.2159419753452655,"[3.8687746306521316, 14.435818552979317, 12.90904399560539]","[0.4025846277621884, 0.010000000000009602, 0.03675646142013419, 0.4500798364072097, 0.10057907441045807]"
12.76004143543604,0.004446716824950375,10.9074633224688,0.8490170393340316,9.838983645394695,0.14067771495736447,"[12.76004143543604, 0.004446716824950375, 10.9074633224688]","[0.01, 0.01000000000004178, 0.15010210851645756, 0.7502442853401359, 0.07965360614337122]"
0.2603506756612715,15.880719497707569,17.81159433467687,1.1172160980945576,9.791811539689117,0.2374430767326445,"[0.2603506756612715, 15.880719497707569, 17.81159433467687]","[0.4345785696622046, 0.038332760719901125, 0.06924397710368707, 0.3039968252739738, 0.15384786724023344]"
3.8878001178958868,6.348583301403476e-05,5.178360867076257,0.9114237200203272,9.854687917475827,0.19968386221056966,"[3.8878001178958868, 6.348583301403476e-05, 5.178360867076257]","[0.029447511228876018, 0.010000000000000854, 0.20552250450796472, 0.5926863775027393, 0.1623436067604191]"
14.169290819073744,17.26459961382495,19.80600095621518,0.9291833334362343,9.800320824118923,0.18900744303523465,"[14.169290819073744, 17.26459961382495, 19.80600095621518]","[0.227720890849019, 0.010000000000272024, 0.05816572528838534, 0.6263247293411909, 0.07778865452113277]"
1.7779206410953856,6.38500163315763,8.311037274403919,1.0360653137188662,9.800892044940541,0.2391399704873865,"[1.7779206410953856, 6.38500163315763, 8.311037274403919]","[0.3522382714759854, 0.01000000000000069, 0.10092349451177683, 0.39079598575822994, 0.1460422482540077]"
3.15966388750535,13.425149888214088,9.017484188304763,1.0168396229658407,9.764073076799749,0.19381037694225858,"[3.15966388750535, 13.425149888214088, 9.017484188304763]","[0.4545506959984714, 0.010000000000012024, 0.01, 0.48142460927399905, 0.04402469472751883]"
4.344263846785365,0.07875560573558041,2.3911182916747897,0.7745406507310348,9.810284258646371,0.031475096293975234,"[4.344263846785365, 0.07875560573558041, 2.3911182916747897]","[0.010000000000000562, 0.01, 0.0169360695645692, 0.9530639304354349, 0.010000000000001457]"
0.023460996318701133,16.81160667887498,5.290757628677303,1.1493506119671633,9.729493193776387,0.13996453444342716,"[0.023460996318701133, 16.81160667887498, 5.290757628677303]","[0.7352285808652756, 0.010000000000000075, 0.010000000000000429, 0.23477141913472374, 0.010000000000000111]"
0.15610185542386112,13.527628212827308,10.940600687604045,1.0911977228183407,9.769746913598613,0.21358993231471066,"[0.15610185542386112, 13.527628212827308, 10.940600687604045]","[0.5111559540802185, 0.01513065127938288, 0.027082307863335802, 0.3256777844310711, 0.12095330234599165]"
1.3454978812212328,1.6210120421960514,3.351426310674105,0.9923341276401811,9.820687821970298,0.23807554469789644,"[1.3454978812212328, 1.6210120421960514, 3.351426310674105]","[0.235981588338055, 0.010000000000001709, 0.14023536575358644, 0.460399250380424, 0.1533837955279328]"
